game_id,rating,user,description
246192,6.0,Amicable_Ignoramus,"Solid game, just not my favorite from Walker-Harding. The marble dispenser is a gimmick that works ""ok"" which is almost always my feeling when it comes marble dispensers in boardgames and their integration with the game itself. Structurally, it gets the job done but at least once a game someone would accidentally bump a marble back which pushes it off the track and falls underneath the dispenser. It also feels a bit empty all the time, though we never actually ran out. It just takes a bit away from the experience when you get told to ""reach in and grab a marble"", only to always be scraping around the bottom.  The game itself is about setting up your own engine that will string combo after combo together to gather or convert your marbles, build your ""gizmo"" cards that will give you more potential combo points, and turn all of these into victory points.  The biggest problem I have with the game is it feels a bit too ""one note"". Those combos aren't dynamic enough so after game 2 or 3, you know what you should be looking to build and then it's just a matter of who the cards come out for. Maybe this was just a ""meta"" issue with our family, but I went out of my way to try to find other paths to victory and they never worked out.  Runaway leader is a pretty real thing here since the game ends up feeling like a tableau driven race, but with no real catch up mechanisms, which is exacerbated by the ""one note"" combo path. This feeds into the other issue where at the end of the game, turns bog down while people resolve their 5+ step combos.  All that being said, the game is cute and the combos are fun to figure out in the beginning. It's good for children and fine for adults who just want something light, though a bit long for what it is."
246192,8.0,amon1223,3-player
246192,9.0,AnalagousParabolas,"Great engine building game that rewards good strategy but remains forgiving if (when) you need to change tracks.  Most importantly, the theme and components mean your turns are fun to map out and just as fun to watch the other player's gizmos chain together."
246192,2.0,Anconed,** 30min. Family
246192,8.0,andriytom,It's like Splendor but better
246192,7.0,andshar,"Fun, fast light/filler game. It is possible for someone to get a great combo working and run away with the game."
246192,6.0,Andy Parsons,"A simple engine builder with the gimmick of a cardboard marble dispenser. The marbles are resources used to purchase new engine parts.  A limited set of dispensed marbles and players' limited capacity to store them place constraints on the engine parts you can buy.  I found Gizmos quick and inoffensive and forgettable.  Production quality is mostly good, though the engine part cards are a little thin.  The artwork is functional."
246192,7.75,andy61,"Simple and fun engine-builder.  Little bit of a runaway leader problem, but it isn't that long."
246192,6.5,AndySzy,"Solid engine builder. Marbles are cool, but they could also easily be replaced by a deck of cards I'd think. "
246192,7.0,anoymouscrayon,Combo wombo
246192,7.0,Antsy_Narwhals,A chain-building game that can lead to eternal yet fun turns. 
246192,6.0,anxi,Got this from Secret Santa
246192,6.0,apkendrick,"It's a fine game, but fairly bland and lacking in excitement. There are other, similar games that offer more fun."
246192,8.0,apostolaras1971,OVERALL BEST 308 STRATEGY BEST 238 FAMILY BEST 42
246192,7.5,Aratar,A fun medium-weight engine building game
246192,9.0,ArbitraryRanger,"Tremendously fun game; long enough to build a strategy, but not long enough where it over stays its welcome.  Will always play if asked."
246192,10.0,archrobin,"Love it. Engine builder, card game with excellent mechanics :)"
246192,6.0,Arcturian,"A quick and pretty decent engine builder, though it has neither the sophistication of the heavier games in that genre nor the charming simplicity of Splendor, and I'm not sure I need anything in between."
246192,9.0,arglik,Cool and fun game where you want to experiment more with chaining your machine's action more than winning. And usually I don't win anyway.
246192,7.6,arildoaim,"Good engine builder that replaces Azul for me in the ""superfiller""-niche. Fast game, but packing. Elegant design. Family friendly. Effortless to bring to the table.  Playing this after Tapestry was a great relievement.  Concerns: - Needs some plays to see if still holds up, or gets samey. - Some strategies are clearly superior? Can be migiated by houserouling. - Turns can be very fast, so if one particular player got AP it will be noticable."
246192,5.0,Arkeas,Light little engine building game. Simple to teach and play but the game becomes quite dull and repetitive after just a few plays and the choices are never particularly interesting. Ended up trading this one.
246192,8.0,arlhok,P: 2-4 / 3 A: 8+ W: 2.01 T: 50' G: Family (Engine building)
246192,9.0,arminus,One of the best Engine-Builder-Games I´ve ever played. Can´t stop playing if started.
246192,5.0,arsenal412,That dispenser... jams... all... the... time.  That's even with the 2nd edition plastic dispenser.  Location: Trade Box #2
246192,10.0,ArtEmiSa64,"[ESP] Inicialmente le había colocado un 9, pero tras varios años de mantener mi interés y aceptar cada partida que me proponen no puedo desconocer que se merece un 10. La manera en que se crean sinergías entre las diversas cartas es bakán, y sinceramente hay pocos juegos que se le iguales. Simple, entretenido y adictivo, al punto que te involucras tanto creando tus motores que se te olvida que el objetivo son los puntos de victoria. Juegazo apto para todo tipo de jugadores.  Revisa todos mis contenidos para este juego en http://www.jck.cl/gizmos"
246192,10.0,artiestroke,"This game is a BLAST the pieces are fun the programming aspect is great, drafting is always my bag 10/10"
246192,9.0,aruz,Very fun combo engine building game.
246192,8.0,Arydis4,"Very good engine builder.  It is easy to teach and plays in 45 minutes.  Won my copy at the CMON Expo in 2019.  The marbles give a nice gimmick to the resources for table presence, but the meat of the game is the cards.    After 10+ plays the gameplay does become repetitive. (9-30-19)  "
246192,7.0,Ashavan,Intro: Jason Taylor
246192,8.0,astroglide,"Probably overrating this to start. I can enjoy a nice, quick snowball. This does the trick, and also presses some MTG-like buttons with how many triggered responses there are to manage on a given turn. Similar to Splendor, but just enough oomph to make it more interesting in both gameplay and physical appeal for me."
246192,10.0,awarb,One of our favorites.  Great engine-building mechanics.  Its really fun to build up a set of actions and then take epic turns.
246192,7.0,Awesomecase,"Gizmos is a great engine builder, better than splendor "
246192,7.0,b0ardgamer,Fun trying to get an engine running.  Mostly luck though.
246192,9.0,Baartoszz,After Century and Majesty this is probably the best Splendor killer killer killer.
246192,6.0,baditude,The Marble thing is pretty unnecessary but kinda neat I guess.  I'll need to try it again but my first encounter with it was pretty forgettable. 
246192,7.0,bainewedlock,Too abstract for us. (Prefer potion explosion)
246192,9.0,Baldonetoo,Family first tier
246192,5.0,balis,"Another boring engine building, without theme, just symbols and combos. As if someone invented a clever mechanism and didn't bother to build a game around it. Probably only the gimmicks make it popular."
246192,3.0,BallenFam,the randomized marbles are neat but the convoluted way the gizmos are acquired and used is boring.
246192,8.2,baltruce,"Really liked my first game of this, kept thinking about the nice flavor it left in my mouth even after 4 days (all that through the Essen Spiel fair) and that says it all. UPDATE: A truly elegant design, simple but not simplistic. It looks nice on the table (although I do join others saying that the ball dispenser has its issues). It's a cery interesting engine-building game that my girlfriend liked (and that could be enough for me already). Component quality is great for the price-point of this game. I can only hope for future expansions that could eleviate my sole minor problem with the game with 2p, which is that is can bog down when the balls available do not match the available cards, something that prolongs the game, making both players huffing and puffing for a break. Come on CMON..   "
246192,5.0,Bankler,Rating based on a single play
246192,8.03,basejester,+ Straight to the point engine-builder.  + Clear iconography.  + Easy to learn.  
246192,6.5,Bayushi Sezaru,"If Splendor and Potion Explosion had a baby, it would be called Gizmos... This game is essentially a big box filler: players build “gizmos” using colored, coming out from a dispenser. Gizmos are cards with various power, generating a variety of combos. Fun game, while not groundbreaking as a design."
246192,7.0,bcbgg,Seems to go too fast so that non-build powers aren’t worth the investment. 
246192,7.5,bdellovibrio,Cross between wingspan and splendor. Marbles and marble holders have a satisfying feel to them.  M
246192,9.0,benjaminehlers1,"Excellent game, and currently** my favorite** engine building game. Fantastic theme and production, hits on all cylinders. **so far I have never gone back and updated my ratings and comments on games, so very likely this description is already inaccurate and misleading as the future is sure to come. But as I cannot see into the future and am too lazy to edit this later, I am nevertheless foolishly recording the status of ""current favorite"" never to be edited and forever fixed in the mighty database..."
246192,3.0,benshever,I didn't like this much. The marble contraption is huge and unnecessary. The decisions are pretty straightforward and the engine is boring. 
246192,8.4,bethielizard,I bought this in November 2018 at my FLGS. I played this game at GenCon 2018 and it is fantastic!
246192,8.0,Betippens,4 Players Drafting
246192,7.0,Be_Narangi,2019
246192,10.0,bgrubaugh,"Fantastic light engine builder. The marble holder is not as gimmicky as it might appear and the way it uses the ""preview"" line with a ""blind pick"" is nice.  Overall this game offers a ton of replay value in a very short game, which is rare."
246192,6.0,bhudson1972,"Very clever game. It is more strategic than it looks. Can actually become quite heated as players select cards that others are waiting to build. Often, a card will come out that you want, but it will get selected prior to your turn coming back around. The contraption that holds the marbles works well enough. I could see it getting worn down and tearing up at some point. I think this game has a good look that will get people to ask about it. Very fun."
246192,8.0,biasedisland,What a great little engine builder! Think Splendor with marbles but better. One of our favorites behind Wingspan. We love the light theme. It's strategic and plays very fast. Seems to scale very well IMO. Would highly recommend.
246192,7.0,BigD527,"I like the engine-building twist of this one, and the fact that it has a significant tactile component gives it nice table appeal. A solid gateway."
246192,7.0,Billnyhilist,"Really nice little engine builder, feels a bit barebones for some reason even though you have a handful of strategies and actions to build upon; perhaps because the gizmos all feel so abstract and unthematic? (get the tile that gets more blue, draw more cards, etc.) I do like the marble system for available energy you can pick and compete for."
246192,5.0,birdsong703,Doesn’t live up to the hype - feels derivative.
246192,7.0,bivaterl,"Very light, but has some neat engine-building. I think I still like the purity of Splendor as an engine builder, but this is fun to kick-off a big set of events. This is a good, light game that actually comes in under an hour. If it had been before Potion Explosion and Splendor, it would have felt more groundbreaking. As it is, this feels like the child of those games. That doesn't make it bad, just less unique feeling because of it."
246192,9.0,blondeslovetoshop,"Edgar owns, very fun game"
246192,7.4,bm6262,What Splendor should be.  For a comboey game I choose Council of 4 over this.
246192,5.0,bneffer,I love physical components - so drawing marbles of energy was fun. Building an engine is fun as well. But the whole point is VP gathering and the theme is thin.
246192,5.0,bnordeng,"Gizmos reminded me a bit of Splendor. It's a very basic system of engine-building. But, Gizmos is a bit more interesting with a few more interactive parts. And, the engine-building part of Gizmos is way more interesting than what I remember from Splendor (if you call that engine-building or stacking or whatever). If I were just getting into board games, I could see playing this again. As it is, I don't see myself ever playing this title again. I didn't dislike the game, I just didn't like it all that much either. "
246192,6.5,bnvt,"A pure engine builder; the marbles and dispenser look really nice, but the graphic design on the cards somehow made the whole thing a bit confusing to me."
246192,7.0,boardgamearchive,2020 I don't like it at 2 player count and that's the reason it left my collection and the reason I give this rating.  
246192,7.8,BoltKey,"FIRST IMPRESSIONS I heard that it is Splendor with some Potion Explosion mixed in. It definitely felt like it has the good parts of both of the two. The individual turns, although you combo up many things, don't take so long (unlike Potion Explosion, which had issue with too long individual turns and big downtime).  The combos towards the end get huge, maybe a bit too much even. Liked it.  2019-02-19 rating changed 7.5 -> 6.5. Low replay value, there is a single dominant strategy."
246192,6.0,bombstone9,just okay
246192,7.0,Bond8089,"Solid engine building game that is a step up from Splendor.  Cool table presence, and enough depth to offer repeated plays even to gamers."
246192,6.0,booned,"It's tough to rate this a 6. The game is not bad, and the components of the second edition are lovely. I'm not that surprised by its high ratings. Really, it's not a [i]bad[/i] game at all. I'd be hard-pressed to find something singularly [i]wrong[/i] with the game. I just don't much care for games about building combos. It's fun for some people, but not me."
246192,5.0,boredbeyondbelief,I like tableau builders and this engine builder had a little feel like that. But it got confusing as you had to be jumping around your board to see what activated. Pass.
246192,6.0,Born-of-Ashes,Nice intro engine builder with superb toy factor. Linking ball color to effect category is always tricky and doesn't feel entirely balanced here. This leads to dominant strategies and repetitive play.
246192,3.0,Boshia,"Sold. I felt like the game just started when we finised the game so it felt so unnecessary to ""build"" the engine.  The game felt similar and meh. I will play splendor instead."
246192,6.0,Boxatoys,I think this one doesn't get much table time because I got it the same time as some other similar games and we've enjoyed the others more.  I don't know when/if this will ever get back to the table.
246192,6.0,bponnaluri,"I enjoy Gizmos as a quick strategy game that has a lot of interesting decisions. However, the game feels a bit too tactical for my tastes, and it sometimes feels like multiplayer solitaire."
246192,9.0,brantshep36,This one sat on my want list for so long!  Finally played it in November and picked it up for Christmas.  We have the second edition with the plastic dispenser.  This game is FANTASTIC.  Straight engine building at its best.  Rube Goldberg would be so proud!!!!
246192,7.0,Brederic,@ TTS
246192,7.0,Brekhof,This one is a solid little engine builder from one of my favorite designers. I let it go because there are more interesting engine builders and also with better replay value.
246192,7.0,brentont,good engine builder. the dispenser is a little fiddly. i think i might get a bag to draw the marbles out of.  tried with drawing out of the bag. dont do it. stick to the dispenser.
246192,7.0,bretk,"Simple engine builder.  Its fun, easy to teach.  Not sure it offers anything new though.  Enjoyable nonetheless."
246192,7.0,brewsaki,"Very tactile. Love the colorful energy balls. Quick game. It's kind of hard to keep track of all the combos near the end of the game. This gave me a similar feeling to Splendor, but a bit more complex."
246192,6.0,brw12,"1 play:  Really enjoyed my first play. Like a combination between Splendor and 7 Wonders. Building the engine is satisfying, and there are always several good choices.  Several of the mechanics are really satisfying, and the components are well done and make collecting the energy marbles fun. I loved doing ""research"", building capacity, and hitting a chain I've set up.  The theme felt flat to me, though. There is no connection between the colors/types of energy and any particular functions; for a game with a seemingly strong theme, the cards are completely divorced from it and feel interchangeable. (That aspect is similar to Forbidden Island.)  The game also felt a bit long and anticlimactic, finishing with an ""okay, everyone count their points"" shrug. The rules didn't help, because they buried several key rules and left them in the middle of paragraphs of text.  Last, there's no clear way to keep track of which cards have been used during a chain reaction and which haven't.  All that said, it has a very fun core mechanic, even if it's not the finely tuned machine that 7 Wonders or Dominion are.   Lightness (1)-Heaviness (5) rating: 3"
246192,7.0,bryanruhe,"Fun, if a little basic. The aesthetics and the sphere dispenser are super lovely. Like Splendor, but actually interesting to me, and with some chance that keeps it from being a think-really-hard-to-win fest."
246192,7.75,Bryle,GROUP AVERAGE: 7.82 / 10 Bryle: 7.75 Dewey: 8.2 Fung: 7.5
246192,5.0,btasam,"Accessible and satirical, Gizmos is a card-tableau building game that allows players an upgradable action board, but like its predecessors, fails to leave a lastly impression.  Unsurprisingly, gameplay leans a bit arbitrary and reactive, but I really enjoy how this situational play diminishes as the game goes on. Many of the benefits felt immediate; usually a built card could be used the following turn which allowed for some planning. The impact of the variable setup is low and thus the actual game to game experience felt predictable. It's fine, it's light, but there's other things I'd rather play."
246192,6.0,bubblepipemedia,"Fantastic simple game. It reminds me of Spendor, but that game got less fun every time I played it. This one I've only played once (currently). I wouldn't buy this game, but I would probably trade for it. I think the only downside is it's effectively yet another drafting game. I already have Quadropolis, Sagrada, and probably will have Azul at some point. This isn't as good as any of those, but there is something very lovable about how much more wacky this is from a gameplay perspective. Do I need another entry level drafting game? Definitely not. But hey, if I get it for cheap or trade, who am I to argue?"
246192,6.0,calbond,"Similar to Potion Explosion, but doesn’t use the marble gimmick nearly as effectively. Should have had some spatial-interlocking-puzzle aspect to the gizmos themselves. Still, would try again. Definitely overhyped here at Gen Con."
246192,8.5,Camdaddy08,Was not expecting much from this game. I was wrong. Demoed it at Gen Con and ended up purchasing it. The play is so smooth. The marble dispenser gimmick works well for this engine builder.
246192,7.0,CameronWLucas,"Good, but felt a little too complex for what it was. Trying to build my engine was fun but overall it just felt a little too opaque. Kind of like how I felt about Century Spice Road vs Splendor. Splendor is just so elegant, most of these other games just feel needlesly complex compared to a game like Splendor :/"
246192,7.0,CameronWLucas,Fun little themeless engine builder.  It's a bear to learn because of the iconography which is a shame because I think it would shine with light gamers. The marbles are pretty cool too.  Honestly I think I prefer the simplicity of something like Splendor though.
246192,8.0,CanadianWyteWolf,"  A very accessible engine-builder, that I would probably seek to add to my collection, were it more affordable.  "
246192,6.5,Cancelled,"Has some similarities in engine to both Imperial Settlers and Century Spice Road, but inferior to both IMHO"
246192,7.0,CaptainJax,Only played once. A cool little combo-engine building game with a super-cool marble dispenser.
246192,8.0,captainvoma2,My current favorite engine building game!
246192,7.8,CaptBackslap,"This tableau builder is reminiscent of Wingspan, although not as aesthetically or mechanically elegant. That still leaves room for it to be a solid game, though."
246192,8.0,caradoc,"Thoroughly enjoyed the game I played tonight. I really enjoyed the way the game built up, and the strategies players were encouraged to pursue. Good fun!"
246192,7.0,carlosleonrendon,2-4 40-50 minutes LOC: A-5-1
246192,6.8,CarolineBlack,Great little engine builder. Not sure about the replayability. 
246192,8.0,Cartchamp,"Used, BGG"
246192,8.0,casaraeal,"Fun engine builder. Winning is a bonus, but hitting the combos makes the game. Not much player interaction other than competing for the cards in the center. Can be AP prone."
246192,7.0,CatTastic23,I liked this game. Not much interaction.   # Belongs to Alex #
246192,8.5,cbazler,"Really fun little engine builder filler, perfect for the end of an evening of gaming, although we've found it to be so fun that it can be played multiple times in a row.    The combos are really rewarding, and allow for different approaches each game. Sometimes you get an amazing ""File/Build"" combo, which incentivizes you to build from your Archive instead of from the center of the table. Other games, you might develop a poweful ""Pick"" action and choose to spend more of your turns doing that. It's neat.  Thankfully, unlike Potion Explosion (which has a similar marble dispenser), the setup and take-down for this is much faster and easier. Definitely a keeper for us."
246192,4.0,cbrua,"It's an interesting puzzle, but it seems like there are a limited set of moves at the beginning that will get an engine rolling.  You either find the right cards to do that or you fall behind.  Not a fan."
246192,8.0,ccmonter,"[GAUDET] [REWKOWSKI]  Cute mechanism for acquiring resources. The same could have been achieved with a deck of cards but this makes the game unique and fun. At the core, the game is an engine builder, which we enjoy. Some runaway leader problems."
246192,8.0,celacanto,"Juego de combos, muy ligero y muy rapido de jugar. Me lo piden en cada sesión de juego y como se juega rápìdo siempre sale."
246192,9.0,cenobite666,"Excellent make a ""machine"" to trigger as many actions as possible. Loads of fun and suitable for the entire family, I would say from 11-12+."
246192,8.3,Chabousse,"""Splendor with balls"" which works very well, I liked it. A bit technical, not for everybody."
246192,6.0,chaddyboy_2000,"I love engine building games, so I was predisposed to liking this one, and it delivered! I just really enjoy games where you start with nothing, and slowly build up abilities and synergies that allow you to take more powerful actions as the game goes on.  This is a good entry-level engine building game, as all of the card powers are simple, but the trick is putting things together in the right combination to put together a powerful machine.  As a seasoned gamer, I will say this game does fall into one of my pet peeves for games: the illusion of a large variety of cards. There really aren't that many unique powers or abilities on this game, as many of the cards are the same ability, just replicated 4 times in each of the 4 colors of resources or buildings. While the game is still fun, I personally enjoy more varied abilities in my engine-builders, but I also understand it would take away from some of the simplicity here.  Overall, if you like engine builders, grab it, particularly if you're looking for a simple one that still packs a punch."
246192,7.0,chaoshawk,"Nice engine builder that has a great twist using random marbles as an energy mechanism.  Definately a tep up from Splendor, and offers some unique challenges to the players."
246192,8.0,charleaux,Colorful family game where players players build gizmos to create wonderful combo chains in an attempt to get the most victory points. The game reminded me a lot of other good engine-builders like Fantastic Factories with how satisfying it is to chain your cards together. The game also looks great with the marbles and marble-dispenser and simple enough that the whole family can enjoy. Definitely one I want to return to!
246192,5.0,charlest,Better than Splendor and I dig the engine building aspect.
246192,9.0,charlievegan,So amazing! My fovourite Splendor killer.
246192,8.0,Charlio44,Marbles!! A little bit like Splendor but you have marbles instead of gems.
246192,7.0,Charly127,Engine builder + Kurz und knackig + Schnell erklärt + Absacker + Super Murmelspender   
246192,7.6,ChasetheAdventure,WR: 3
246192,8.0,chayashida,"Interesting engine-building game. I love the marble feeder - it makes the turns go around quickly. I found the iconography a little confusing after the first play, but I'm sure it'd be better with multiple plays. Maybe not a Splendor-killer, but still a game that I could see making it into my library."
246192,7.0,Cheelara1,def keeper
246192,8.0,ChefGrigg,With 3D Printed Dispenser
246192,7.0,chickz0r,"Not sure why I liked this one so much, but the engine building component was really satisfying."
246192,8.25,ChildeRoland1919,"Oh man, this game is so good and kinda caught me by surprise. Not sure I would have bought it lest I saw the designers name. His previous entries (Imhotep and Barenpark) were very good entries but this one goes beyond those two. This is a tableau builder which rewards good planing with great combos. If planned out correctly and you manage to pull off combos there is that very satisfying feeling you get from playing a good board games...you all know that ah-ha moment. This game has plenty of them. Highly recommended."
246192,6.0,chillenniumfalcon,"Pretty dry engine builder. That's literally all you're doing: adding things that let you add more things. It's like Kingdomino, in that it feels like a filler that would be a good mechanic in a more complex game."
246192,8.0,chlwin,It's good for new player.
246192,8.0,chopsueycop,Splendor wit a gizzer
246192,7.8,chrischau1026,Very happy when u have great combo in game
246192,8.0,CHRISDH,*8* (10+ Plays) A very close relative to Splendor. This one involves creating a tableau of cards(Gizmos) to create combos and chain reactions. It's a pretty good engine builder for the family or a filler. My family loves to play it and it sees quite a bit of play. The gum ball looking dispenser is totally a gimmick but it works.
246192,7.0,Chrisrob,The marbles make this more fun ...
246192,5.0,Chrono12,"I would describe this game as ""Splendor with extra steps."" The base gameplay is very similar to splendor, but it is not nearly as streamlined and there's a lot more you have to keep track of."
246192,7.0,Chuie,Cute little engine building game. I quite like it rules overhead is a bit higher than the amount and simplicity of the actual gameplay itself. 
246192,7.0,ciggie,"Clever engine builder with a marble gimmick for your resources that makes the game a bit different and fun. Normally you can pick a marble from one of the six that come out the chute, but special gizmos also let you pick blind from the top. I like this better than Potion Explosion because of the cool combos you can pull off by converting 1 marble into different/multiple marbles, and then the combos you can chain together when you take 1 of the 4 main actions. Iconography is fairly clear and the game is pretty easy to explain which is nice. I did find it odd we did not really use the research action, but I guess that comes from knowing the cards a bit better than we all did on our first play.   Another play and it just feels a bit too simple, no real cool actions (typically just more marbles, convert marbles, or gain a couple of points). Games like Splendor, Century Spice Road, and Dice Forge do this genre better but the marbles do make it unique. I'm not sure how much staying power this has, but for how quick it plays it may stick around a little longer."
246192,7.5,cito88,Mag weg
246192,9.0,cjmolloy1010,This one got better with every play. It's pure engine building and I love the combos you can pull off.
246192,6.5,cledoux,"An engine building game in its most naked form, as you are building a tableau of cards that hopefully chain together. I have a good time with it. The marbles and the device that dispenses them are not necessary to the game (could have accomplished the same thing with tokens and a bag) but they add a flair that I will admit did increase my enjoyment level."
246192,9.0,CloudTheTortoise,Easy and very good game. Love the components.
246192,8.0,ClydeDyed,Well made game. Hoping they'd add more funky effects and possibly a token that tracks which gizmos has been activated for that turn.
246192,7.5,cmcgaughey,Wife likes this
246192,10.0,colethuun,that's gizmos!
246192,8.0,ColumBuzz,One of the most fascinating engine-building games with nice little marbles which you have to collect so as to score the highest points in order to win.
246192,8.0,Cone Defense,"Continues to prove why I love engine building games. I prefer Century due to the sometimes drawn out turns that can occur in this game, but there is something incredibly tactile about drawing the marbles."
246192,7.0,Coralouwho,"Gizmos has 112 cards 66x66mm, sleeved with Gamegenic Soft Sleeves 67x94mm (fit 65mm x 92mm, 100pk) cut down to size.  #LetterG"
